Account_id,Name,Timestamp,Credit/Debit,Amount
1203450,JVU,01/11/2014,C,$31 
1203451,B?Q,16/09/2012,C,$37 
1203452,A;1,18/07/2013,D,$18 
1203453,5PU,27/09/2014,D,$46 
1203454,K0B,09/10/2013,C,$32 
1203455,KK<,19/09/2012,D,$34 
1203456,/O1,18/01/2012,C,$33 
1203457,@8N,18/06/2014,C,$38 
1203458,3Z-,28/10/2012,D,$46 
1203459,R28,15/02/2013,C,$2 
1203460,R>?,05/03/2014,D,$8 
1203461,TC=,24/11/2012,C,$11 
1203462,P;T,12/01/2012,C,$18 
1203463,HOT,25/10/2012,C,$31 
1203464,/OG,14/10/2012,D,$30 
1203465,YVP,28/12/2014,C,$46 
1203466,.G0,19/05/2013,C,$43 
1203467,N16,14/01/2012,D,$11 
1203468,8LY,13/10/2013,C,$6 
1203469,.9?,11/05/2012,D,$17 
1203470,MJ.,17/02/2012,C,$15 
1203471,TZS,04/01/2014,C,$41 
1203472,H5T,27/02/2013,C,$34 
1203473,:CA,11/12/2012,D,$3 
1203474,1FL,06/10/2013,D,$31 
1203475,Z9F,01/10/2012,C,$41 
1203476,:QY,16/02/2012,D,$23 
1203477,LUY,01/06/2014,C,$27 
1203478,ZI/,09/03/2012,C,$10 
1203479,M>4,12/05/2013,D,$46 
1203480,X2M,04/01/2014,C,$39 
1203481,U?1,27/01/2012,D,$42 
1203482,CY.,22/06/2012,C,$47 
1203483,Y43,20/05/2014,C,$41 
1203484,#NAME?,16/12/2012,C,$21 
1203485,44,24/01/2013,D,$30 
1203486,R.N,07/05/2012,C,$15 
1203487,HX7,07/12/2013,C,$18 
1203488,M7A,19/06/2014,D,$3 
1203489,I:X,02/04/2013,C,$12 
1203490,XMD,19/03/2013,D,$50 
1203491,J4I,26/02/2012,C,$20 
1203492,;WN,21/05/2012,C,$28 
1203493,QMC,01/08/2014,C,$10 
1203494,5MF,05/01/2013,D,$38 
1203495,2P4,15/03/2012,D,$13 
1203496,9PF,20/12/2012,C,$43 
1203497,-Q>,09/02/2014,D,$12 
1203498,Z3B,10/12/2014,C,$46 
1203499,Y.:,27/08/2013,C,$7 
1203500,6HI,13/05/2013,D,$41 
1203501,RZP,02/08/2014,C,$4 
1203502,NU1,14/07/2012,D,$43 
1203503,4KM,23/07/2014,C,$29 
1203504,JX?,12/07/2012,C,$4 
1203505,QP3,18/10/2012,C,$43 
1203506,T;2,07/06/2012,D,$19 
1203507,C9W,21/11/2014,C,$42 
1203508,2N@,13/12/2013,C,$27 
1203509,P35,02/01/2012,D,$27 
1203510,<.H,04/12/2014,C,$25 
1203511,;F<,22/09/2012,D,$24 
1203512,0VF,25/10/2013,C,$29 
1203513,<>?,26/05/2012,C,$48 
1203514,@9X,28/11/2014,C,$31 
1203515,C/A,22/01/2012,D,$26 
1203516,B?J,07/05/2014,D,$48 
1203517,A8Z,20/08/2013,C,$49 
1203518,PEL,11/07/2014,D,$13 
1203519,?7R,16/02/2013,C,$27 
1203520,PVC,03/07/2012,C,$20 
1203521,MEG,14/08/2013,D,$41 
1203522,/KG,12/09/2014,C,$48 
1203523,9B=,10/10/2012,D,$13 
1203524,H:X,22/12/2014,C,$24 
1203525,VM?,09/08/2012,C,$36 
1203526,LQE,15/12/2012,C,$44 
1203527,9L3,19/06/2014,D,$30 
1203528,@9L,26/11/2014,C,$42 
1203529,C3C,10/11/2012,C,$29 
1203530,:MR,04/02/2013,D,$4 
1203531,@S;,23/01/2013,C,$1 
1203532,:SB,04/03/2013,D,$31 
1203533,<2.,17/08/2012,C,$28 
1203534,WKC,13/01/2013,C,$2 
1203535,H19,11/02/2012,C,$19 
1203536,@-Q,08/12/2013,D,$11 
1203537,<QH,23/09/2012,D,$42 
1203538,F8V,18/02/2014,C,$48 
1203539,4/O,17/07/2014,D,$21 
1203540,Z5F,06/07/2013,C,$25 
1203541,GLJ,13/10/2013,C,$2 
1203542,?Z6,14/06/2012,D,$27 
1203543,>J.,26/12/2012,C,$8 
1203544,:@/,05/06/2012,D,$34 
1203545,O/K,18/04/2012,C,$42 
1203546,CJ1,25/07/2012,C,$48 
1203547,AOP,19/02/2012,C,$45 
1203548,L=X,01/10/2012,D,$48 
1203549,IM1,08/10/2012,C,$38 
1203550,GOK,07/01/2014,C,$7 
1203551,K;B,11/05/2013,D,$10 
1203552,P83,22/04/2012,C,$49 
1203553,2SN,27/01/2012,D,$10 
1203554,K2L,22/03/2012,C,$21 
1203555,Q2B,17/09/2013,C,$44 
1203556,GBD,25/12/2014,C,$46 
1203557,L79,13/08/2014,D,$8 
1203558,PO7,24/02/2012,D,$5 
1203559,;OX,06/05/2012,C,$38 
1203560,@>7,21/02/2013,D,$1 
1203561,<QQ,03/04/2012,C,$47 
1203562,D@N,24/05/2012,C,$31 
1203563,X=7,02/06/2012,D,$46 
1203564,CM<,19/02/2012,C,$9 
1203565,>N.,04/03/2012,D,$26 
1203566,/O@,19/08/2012,C,$1 
1203567,Y8;,16/05/2012,C,$24 
1203568,YX-,18/06/2014,C,$22 
1203569,?FH,16/06/2012,D,$23 
1203570,41Q,05/04/2012,C,$46 
1203571,AWH,02/08/2012,C,$44 
1203572,T81,14/11/2013,D,$24 
1203573,L9G,23/11/2012,C,$15 
1203574,CFD,02/02/2013,D,$34 
1203575,TTI,16/09/2012,C,$34 
1203576,J5A,28/04/2013,C,$15 
1203577,5I0,17/06/2013,C,$46 
1203578,5H1,19/11/2013,D,$29 
1203579,QN=,24/10/2012,D,$30 
1203580,5CL,04/07/2014,C,$30 
1203581,ADV,01/04/2014,D,$19 
1203582,JG@,11/01/2014,C,$20 
1203583,R7J,08/10/2012,C,$33 
1203584,M<H,14/11/2013,D,$14 
1203585,D/-,25/09/2014,C,$29 
1203586,QKJ,02/01/2013,D,$49 
1203587,P:/,17/01/2012,C,$44 
1203588,BVW,02/08/2013,C,$1 
1203589,EN7,12/05/2012,C,$18 
1203590,2SG,06/05/2013,D,$15 
1203591,X82,17/09/2014,C,$28 
1203592,/X9,23/03/2014,C,$33 
1203593,<RD,13/02/2013,D,$13 
1203594,?6F,03/01/2014,C,$29 
1203595,F:L,08/11/2012,D,$11 
1203596,@ZL,21/02/2014,C,$27 
1203597,VX5,24/01/2014,C,$10 
1203598,E0G,01/04/2014,C,$45 
1203599,24H,14/12/2012,D,$17 
1203600,<RP,14/07/2013,D,$31 
1203601,12T,01/12/2014,C,$6 
1203602,AL>,05/10/2013,D,$43 
1203603,Err:509,16/08/2014,C,$19 
1203604,4A3,17/02/2013,C,$28 
1203605,?3Q,04/04/2013,D,$48 
1203606,XDL,28/01/2013,C,$38 
1203607,=;2,14/08/2013,D,$44 
1203608,H?S,15/02/2013,C,$27 
1203609,P/W,15/09/2013,C,$5 
1203610,?RW,09/05/2013,C,$5 
1203611,:RD,04/07/2012,D,$50 
1203612,SH?,24/02/2012,C,$34 
1203613,?0T,14/08/2012,C,$7 
1203614,9WS,26/02/2012,D,$13 
1203615,TP/,01/03/2012,C,$19 
1203616,0,22/09/2013,D,$8 
1203617,;D.,06/01/2014,C,$46 
1203618,KL=,23/10/2013,C,$16 
1203619,>YX,21/11/2013,C,$34 
1203620,CGE,23/12/2012,D,$47 
1203621,D5P,17/02/2012,D,$43 
1203622,P24,11/02/2013,C,$29 
1203623,25N,18/12/2014,D,$11 
1203624,:UM,13/04/2012,C,$30 
1203625,0NR,28/08/2014,C,$24 
1203626,6CI,04/03/2014,D,$12 
1203627,:O6,07/05/2012,C,$15 
1203628,DYY,24/01/2012,D,$36 
1203629,>AP,05/08/2014,C,$47 
1203630,6C7,16/05/2012,C,$11 
1203631,0J?,15/06/2014,C,$49 
1203632,R8F,09/09/2014,D,$27 
1203633,LKZ,01/10/2012,C,$13 
1203634,DJ=,01/05/2013,C,$15 
1203635,M-E,10/09/2013,D,$16 
1203636,6X>,23/08/2013,C,$30 
1203637,.A>,25/03/2012,D,$13 
1203638,8S;,02/03/2013,C,$38 
1203639,07:09,13/01/2013,C,$46 
1203640,NG=,07/03/2013,C,$13 
1203641,:85,05/02/2012,D,$35 
1203642,MA1,11/05/2013,D,$16 
1203643,IYK,11/03/2013,C,$26 
1203644,WF0,05/02/2013,D,$4 
1203645,7>B,28/02/2014,C,$41 
1203646,1QC,02/12/2013,C,$17 
1203647,2ZY,03/01/2014,D,$39 
1203648,IB4,06/12/2012,C,$14 
1203649,2R:,06/12/2013,D,$21 
1203650,1GB,16/09/2012,C,$45 
1203651,I.D,17/04/2013,C,$20 
1203652,>.1,22/11/2013,C,$36 
1203653,UJ5,24/09/2013,D,$1 
1203654,CLG,20/06/2013,C,$13 
1203655,KAD,14/02/2013,C,$20 
1203656,S@N,19/02/2013,D,$30 
1203657,>AX,03/12/2013,C,$48 
1203658,>KQ,04/06/2013,D,$49 
1203659,ES:,22/08/2013,C,$25 
1203660,D1R,23/09/2012,C,$49 
1203661,QRC,02/01/2012,C,$38 
1203662,E5K,25/09/2012,D,$29 
1203663,NR9,23/03/2012,D,$37 
1203664,X2;,01/01/2012,C,$6 
1203665,R29,07/04/2013,D,$45 
1203666,<XR,10/12/2014,C,$50 
1203667,J-K,25/08/2014,C,$26 
1203668,R0M,20/11/2012,D,$4 
1203669,3=7,02/12/2012,C,$31 
1203670,OZ;,10/08/2013,D,$34 
1203671,OT.,26/10/2013,C,$42 
1203672,/R?,23/11/2014,C,$39 
1203673,H;7,22/03/2012,C,$22 
1203674,FDB,16/09/2012,D,$39 
1203675,M3I,26/04/2012,C,$48 
1203676,46>,24/08/2013,C,$10 
1203677,YT=,24/12/2013,D,$39 
1203678,QZJ,11/05/2012,C,$5 
1203679,J7D,18/07/2014,D,$15 
1203680,A@0,14/01/2012,C,$3 
1203681,DU;,22/09/2012,C,$38 
1203682,KPU,20/08/2013,C,$32 
1203683,8.;,24/05/2012,D,$27 
1203684,Q9D,24/07/2014,D,$49 
1203685,XL>,28/05/2014,C,$11 
1203686,4;5,01/11/2014,D,$4 
1203687,5>Y,07/12/2012,C,$46 
1203688,PBQ,17/12/2014,C,$10 
1203689,XY;,14/08/2014,D,$15 
1203690,4XK,14/03/2012,C,$45 
1203691,STX,27/10/2012,D,$29 
1203692,IV=,20/05/2012,C,$14 
1203693,0AQ,04/09/2013,C,$29 
1203694,#NAME?,18/03/2012,C,$32 
1203695,MP2,01/11/2013,D,$44 
1203696,DHR,24/02/2012,C,$15 
1203697,30?,02/02/2012,C,$10 
1203698,/=T,01/01/2013,D,$15 
1203699,RNU,27/01/2012,C,$32 
1203700,>P3,08/03/2014,D,$34 
1203701,3E-,03/11/2013,C,$31 
1203702,:=-,11/12/2013,C,$37 
1203703,77<,20/10/2013,C,$38 
1203704,37Q,21/10/2012,D,$46 
1203705,0.45,22/02/2012,D,$13 
1203706,/?:,25/06/2014,C,$23 
1203707,@HD,21/06/2014,D,$12 
1203708,X:H,04/11/2012,C,$13 
1203709,.@7,02/11/2012,C,$33 
1203710,NRX,03/09/2013,D,$3 
1203711,VIJ,10/11/2013,C,$41 
1203712,:VL,17/09/2012,D,$44 
1203713,RU@,18/07/2012,C,$24 
1203714,MF1,18/04/2012,C,$39 
1203715,EZ.,25/10/2012,C,$50 
1203716,3/C,26/04/2013,D,$37 
1203717,7.G,02/05/2014,C,$32 
1203718,974,04/04/2014,C,$38 
1203719,OPS,18/09/2013,D,$30 
1203720,EP:,13/03/2014,C,$10 
1203721,2FC,19/12/2012,D,$14 
1203722,CK-,03/10/2012,C,$43 
1203723,385,28/05/2013,C,$35 
1203724,9S=,09/02/2012,C,$9 
1203725,7SG,26/08/2014,D,$4 
1203726,LG<,16/09/2013,D,$35 
1203727,=>/,24/04/2013,C,$48 
1203728,KUK,13/12/2013,D,$50 
1203729,W=X,26/02/2012,C,$46 
1203730,2PJ,07/08/2013,C,$25 
1203731,XJ<,09/02/2014,D,$19 
1203732,ZBK,25/04/2014,C,$6 
1203733,>.Q,25/08/2013,D,$38 
1203734,NC?,23/02/2012,C,$47 
1203735,<?Y,24/03/2012,C,$40 
1203736,.M<,03/02/2014,C,$33 
1203737,LGJ,23/02/2012,D,$23 
1203738,3NV,09/12/2014,C,$9 
1203739,;FV,18/03/2013,C,$37 
1203740,OFK,16/05/2012,D,$12 
1203741,;2@,24/09/2012,C,$48 
1203742,7<K,02/10/2014,D,$13 
1203743,9V;,03/08/2014,C,$19 
1203744,<?L,15/03/2012,C,$39 
1203745,8.00E+07,17/03/2013,C,$48 
1203746,N1=,17/07/2013,D,$30 
1203747,2CF,06/09/2013,D,$2 
1203748,S9>,21/12/2014,C,$7 
1203749,4B@,05/01/2013,D,$49 
1203750,9O7,12/07/2012,C,$11 
1203751,U.3,22/05/2012,C,$1 
1203752,#NAME?,14/04/2013,D,$23 
1203753,.DY,28/04/2012,C,$35 
1203754,@2/,19/03/2012,D,$7 
1203755,ADU,20/11/2013,C,$4 
1203756,IJ7,28/04/2012,C,$40 
1203757,X:Y,01/05/2013,C,$39 
1203758,B:X,23/08/2012,D,$33 
1203759,Y?E,10/03/2013,C,$25 
1203760,LKM,20/09/2012,C,$24 
1203761,NS0,22/11/2012,D,$29 
1203762,YD1,16/03/2014,C,$32 
1203763,PB6,12/07/2012,D,$14 
1203764,W4S,14/12/2014,C,$44 
1203765,BK3,04/09/2014,C,$35 
1203766,C4.,05/04/2014,C,$33 
1203767,9EE,06/07/2014,D,$18 
1203768,;<M,20/06/2014,D,$25 
1203769,I:U,07/12/2013,C,$10 
1203770,T1G,08/09/2014,D,$21 
1203771,K0Z,23/07/2014,C,$49 
1203772,IA3,16/02/2013,C,$50 
1203773,TZZ,04/10/2013,D,$21 
1203774,>-R,03/01/2013,C,$43 
1203775,LFD,01/02/2013,D,$25 
1203776,DTW,15/05/2012,C,$28 
1203777,;2E,11/01/2012,C,$27 
1203778,GOS,14/01/2012,C,$40 
1203779,VKF,04/11/2014,D,$30 
1203780,EC>,13/07/2014,C,$32 
1203781,K6@,09/10/2013,C,$17 
1203782,YF>,10/08/2013,D,$41 
1203783,DQ0,03/12/2013,C,$7 
1203784,4A:,10/09/2012,D,$50 
1203785,>K/,24/05/2012,C,$1 
1203786,8Y4,24/12/2013,C,$21 
1203787,0.Q,01/11/2013,C,$12 
1203788,?WH,08/11/2013,D,$12 
1203789,4T>,21/02/2012,D,$30 
1203790,Y0>,27/05/2013,C,$24 
1203791,41V,07/10/2013,D,$2 
1203792,/IS,09/04/2013,C,$45 
1203793,?:Y,20/03/2014,C,$24 
1203794,?G:,13/07/2013,D,$17 
1203795,V.X,16/11/2012,C,$35 
1203796,D@S,10/01/2014,D,$20 
1203797,MB2,16/03/2012,C,$21 
1203798,K/C,26/11/2012,C,$16 
1203799,DQ4,20/10/2013,C,$28 
1203800,91N,04/05/2012,D,$47 
1203801,J63,23/02/2014,C,$12 
1203802,6BU,01/03/2012,C,$41 
1203803,U>8,23/02/2013,D,$33 
1203804,H?<,06/05/2014,C,$35 
1203805,.J9,28/06/2012,D,$8 
1203806,9AV,20/12/2014,C,$20 
1203807,->7,19/12/2013,C,$16 
1203808,26Q,16/07/2014,C,$3 
1203809,RY:,08/07/2014,D,$19 
1203810,BDE,14/06/2012,D,$2 
1203811,I:1,28/11/2013,C,$50 
1203812,37:00:00,25/07/2014,D,$21 
1203813,3J2,21/12/2014,C,$13 
1203814,EMF,14/08/2013,C,$42 
1203815,WTR,02/05/2014,D,$4 
1203816,#NAME?,06/12/2014,C,$25 
1203817,9>2,26/01/2013,D,$43 
1203818,MIR,15/10/2013,C,$20 
1203819,/=0,25/04/2012,C,$38 
1203820,U9H,03/08/2014,C,$23 
1203821,;-E,05/03/2013,D,$17 
1203822,0,08/01/2014,C,$47 
1203823,EO;,07/09/2012,C,$15 
1203824,<QT,11/08/2012,D,$14 
1203825,TXF,26/07/2014,C,$42 
1203826,7E-,25/01/2014,D,$15 
1203827,H5P,27/08/2012,C,$45 
1203828,>WO,07/12/2013,C,$26 
1203829,TI9,11/06/2014,C,$37 
1203830,U0F,16/11/2014,D,$1 
1203831,;9Z,12/12/2013,D,$25 
1203832,P2A,28/09/2014,C,$13 
1203833,9JF,25/11/2013,D,$41 
1203834,F-1,14/01/2012,C,$28 
1203835,OCI,10/07/2013,C,$26 
1203836,MDJ,02/12/2012,D,$10 
1203837,BFS,13/10/2013,C,$24 
1203838,HC/,21/12/2014,D,$12 
1203839,6SW,01/12/2013,C,$3 
1203840,LF6,24/01/2013,C,$39 
1203841,>W2,23/12/2014,C,$45 
1203842,A;S,28/01/2014,D,$46 
1203843,/RW,26/07/2014,C,$14 
1203844,RX5,21/04/2014,C,$41 
1203845,.WA,09/10/2014,D,$49 
1203846,7>C,05/11/2014,C,$7 
1203847,5J;,16/06/2012,D,$21 
1203848,PAR,09/05/2014,C,$12 
1203849,TEW,11/02/2014,C,$7 
1203850,7K9,18/10/2014,C,$34 
1203851,JI2,09/10/2012,D,$1 
1203852,5OZ,18/08/2012,D,$4 
1203853,7<?,01/10/2012,C,$46 
1203854,>B.,08/08/2014,D,$3 
1203855,GS>,16/02/2013,C,$44 
1203856,/U?,28/03/2012,C,$1 
1203857,1>O,20/06/2014,D,$9 
1203858,:J>,13/05/2014,C,$46 
1203859,?L>,09/12/2014,D,$10 
1203860,AI3,11/05/2012,C,$35 
1203861,?5E,23/04/2012,C,$42 
1203862,.F<,02/04/2014,C,$8 
1203863,59B,05/07/2014,D,$25 
1203864,BCA,05/12/2012,C,$19 
1203865,EV6,01/04/2013,C,$39 
1203866,9IL,06/11/2014,D,$13 
1203867,9A:,05/05/2014,C,$6 
1203868,6D@,01/03/2012,D,$19 
1203869,8=6,19/04/2012,C,$40 
1203870,7ER,13/04/2014,C,$8 
1203871,;XA,07/07/2013,C,$33 
1203872,:6.,17/01/2012,D,$33 
1203873,5T7,20/11/2012,D,$32 
1203874,7/B,16/11/2013,C,$39 
1203875,:D-,13/11/2014,D,$12 
1203876,;1-,08/04/2014,C,$25 
1203877,S/.,22/01/2014,C,$8 
1203878,G;Y,08/03/2013,D,$25 
1203879,VPP,21/09/2014,C,$24 
1203880,>?W,06/08/2013,D,$44 
1203881,9FT,16/04/2014,C,$8 
1203882,J64,12/08/2013,C,$32 
1203883,QNO,24/02/2013,C,$42 
1203884,Z>D,25/06/2012,D,$3 
1203885,GTW,21/07/2013,C,$8 
1203886,E2D,27/07/2014,C,$10 
1203887,IW3,21/05/2013,D,$20 
1203888,2O0,18/04/2013,C,$12 
1203889,OPE,27/01/2012,D,$3 
1203890,SCW,05/12/2014,C,$31 
1203891,@>3,17/11/2012,C,$13 
1203892,U.>,21/01/2012,C,$17 
1203893,3FE,11/12/2013,D,$18 
1203894,KO1,09/04/2013,D,$49 
1203895,E-T,04/08/2012,C,$48 
1203896,1UY,02/11/2014,D,$11 
1203897,ED:,28/11/2013,C,$31 
1203898,196,13/10/2012,C,$19 
1203899,W9I,10/12/2012,D,$48 
1203900,:F/,07/03/2013,C,$24 
1203901,4G/,03/11/2012,D,$48 
1203902,KPV,27/02/2012,C,$6 
1203903,MOH,19/12/2012,C,$4 
1203904,.B1,15/01/2012,C,$19 
1203905,3TM,14/11/2013,D,$1 
1203906,QAQ,18/10/2013,C,$39 
1203907,YXP,15/02/2014,C,$13 
1203908,HVQ,18/05/2014,D,$11 
1203909,6UR,19/10/2012,C,$39 
1203910,QTS,15/02/2014,D,$35 
1203911,3M>,14/04/2013,C,$36 
1203912,8QC,14/09/2012,C,$17 
1203913,E2E,21/11/2012,C,$28 
1203914,/LV,15/01/2013,D,$20 
1203915,PM3,01/08/2012,D,$27 
1203916,BP?,15/12/2012,C,$6 
1203917,20-,05/10/2012,D,$3 
1203918,TBP,26/06/2013,C,$22 
1203919,LY9,14/02/2012,C,$49 
1203920,/=R,14/05/2013,D,$30 
1203921,I7G,07/05/2013,C,$2 
1203922,HQ4,13/08/2014,D,$20 
1203923,RBE,22/06/2014,C,$11 
1203924,F66,01/02/2014,C,$31 
1203925,>B4,22/10/2014,C,$17 
1203926,H>P,13/05/2012,D,$44 
1203927,5==,12/12/2014,C,$31 
1203928,@PF,15/02/2012,C,$45 
1203929,ZRX,13/12/2013,D,$2 
1203930,O=Z,24/03/2013,C,$35 
1203931,909,20/03/2013,D,$38 
1203932,CY2,22/03/2014,C,$26 
1203933,N;@,23/02/2013,C,$30 
1203934,4LR,12/05/2012,C,$2 
1203935,>-<,15/08/2014,D,$4 
1203936,/LD,25/09/2014,D,$18 
1203937,H6N,05/03/2014,C,$49 
1203938,AI<,06/12/2012,D,$16 
1203939,A5<,01/11/2014,C,$2 
1203940,C0R,06/06/2014,C,$9 
1203941,M:Y,07/08/2013,D,$43 
1203942,S-L,14/02/2014,C,$39 
1203943,2KC,08/07/2012,D,$33 
1203944,APF,11/04/2013,C,$50 
1203945,8KN,24/01/2014,C,$7 
1203946,=1T,05/05/2014,C,$28 
1203947,S--,08/08/2014,D,$5 
1203948,:1L,02/07/2014,C,$44 
1203949,B?K,10/06/2014,C,$6 
1203950,ETP,22/02/2012,D,$37 
1203951,:HA,01/09/2012,C,$26 
1203952,SV>,14/10/2013,D,$12 
1203953,XPM,17/12/2012,C,$5 
1203954,2YR,07/12/2014,C,$6 
1203955,?R=,18/06/2012,C,$46 
1203956,JJA,15/06/2013,D,$18 
1203957,7XA,03/03/2013,D,$26 
1203958,TI9,22/04/2013,C,$33 
1203959,T>L,19/12/2012,D,$37 
1203960,B2J,20/10/2013,C,$8 
1203961,RBK,16/04/2013,C,$9 
1203962,3C8,23/02/2014,D,$49 
1203963,E2F,28/11/2013,C,$46 
1203964,DFD,27/09/2012,D,$24 
1203965,S=Y,05/12/2012,C,$22 
1203966,R6S,08/01/2014,C,$38 
1203967,ZS<,12/10/2014,C,$45 
1203968,4NH,10/01/2012,D,$16 
1203969,T@O,26/04/2012,C,$13 
1203970,ZHU,26/04/2012,C,$8 
1203971,J>2,07/10/2012,D,$11 
1203972,.G6,10/01/2013,C,$16 
1203973,W88,17/03/2012,D,$1 
1203974,Q8-,08/01/2013,C,$9 
1203975,4Z1,10/06/2014,C,$42 
1203976,<Q.,23/01/2014,C,$5 
1203977,Q/G,20/06/2014,D,$21 
1203978,>HG,07/10/2013,D,$25 
1203979,Q>2,24/12/2013,C,$40 
1203980,ESH,06/03/2012,D,$43 
1203981,242,08/11/2014,C,$49 
1203982,F=;,15/10/2014,C,$19 
1203983,DZF,02/09/2013,D,$25 
1203984,K0Y,25/01/2014,C,$5 
1203985,NZ5,24/11/2014,D,$7 
1203986,:>V,01/12/2013,C,$47 
1203987,<SD,17/07/2014,C,$19 
1203988,.FB,08/04/2014,C,$17 
1203989,QC0,17/10/2014,D,$21 
1203990,J;K,19/09/2013,C,$44 
1203991,;PP,13/04/2014,C,$4 
1203992,T<7,14/07/2013,D,$34 
1203993,/D<,22/01/2013,C,$2 
1203994,VZQ,28/02/2013,D,$14 
1203995,@E/,12/04/2012,C,$1 
1203996,0F=,16/09/2012,C,$8 
1203997,UC;,27/06/2013,C,$40 
1203998,KQQ,12/09/2013,D,$4 
1203999,:5;,07/05/2012,D,$28 
1204000,2GP,05/05/2014,C,$21 
1204001,RI;,02/03/2012,D,$50 
1204002,5SR,10/03/2012,C,$20 
1204003,NOZ,06/05/2014,C,$21 
1204004,W6R,15/06/2012,D,$42 
1204005,/.J,01/06/2013,C,$49 
1204006,2=T,09/02/2014,D,$40 
1204007,AKH,27/03/2013,C,$46 
1204008,Q9W,01/11/2013,C,$18 
1204009,LI/,14/01/2012,C,$1 
1204010,-5U,25/03/2014,D,$50 
1204011,>PK,24/04/2013,C,$21 
1204012,//6,16/10/2012,C,$40 
1204013,I@G,01/03/2012,D,$16 
1204014,KJG,24/04/2014,C,$42 
1204015,V9Z,04/07/2013,D,$42 
1204016,FXM,16/06/2012,C,$1 
1204017,SQW,08/02/2014,C,$46 
1204018,CPP,22/01/2012,C,$14 
1204019,2O1,12/06/2013,D,$32 
1204020,>Y5,15/05/2012,D,$18 
1204021,Y9Y,06/06/2013,C,$49 
1204022,FSB,26/02/2014,D,$35 
1204023,KK?,23/11/2014,C,$22 
1204024,S<Y,06/02/2013,C,$22 
1204025,J;4,19/03/2014,D,$50 
1204026,76V,26/09/2014,C,$33 
1204027,T0N,03/08/2012,D,$35 
1204028,9M-,27/05/2013,C,$35 
1204029,N.T,04/02/2012,C,$42 
1204030,?TB,22/08/2012,C,$33 
1204031,@2G,03/09/2014,D,$48 
1204032,?=5,16/01/2014,C,$33 
1204033,/NG,04/01/2012,C,$16 
1204034,H7.,05/12/2012,D,$14 
1204035,U<8,24/04/2012,C,$47 
1204036,0HB,27/11/2013,D,$11 
1204037,9@4,06/06/2014,C,$19 
1204038,>8?,15/08/2014,C,$48 
1204039,J-F,11/11/2012,C,$21 
1204040,2<M,07/05/2012,D,$39 
1204041,EWY,12/06/2014,D,$24 
1204042,RGG,02/11/2012,C,$39 
1204043,0O4,03/06/2014,D,$34 
1204044,QW8,20/11/2013,C,$44 
1204045,JOK,27/02/2012,C,$11 
1204046,E8D,16/05/2013,D,$48 
1204047,DA1,25/04/2013,C,$12 
1204048,7ZK,06/12/2014,D,$9 
1204049,-@G,10/12/2012,C,$28 
1204050,U:I,05/01/2013,C,$6 
1204051,J<9,28/02/2013,C,$42 
1204052,58K,06/02/2014,D,$30 
1204053,ZGN,17/11/2012,C,$42 
1204054,O2E,25/05/2013,C,$20 
1204055,XFV,02/07/2012,D,$47 
1204056,2=D,25/09/2014,C,$12 
1204057,THB,07/04/2013,D,$23 
1204058,4IG,28/04/2014,C,$48 
1204059,DMT,06/08/2013,C,$32 
1204060,A32,13/06/2014,C,$30 
1204061,M<8,05/10/2013,D,$33 
1204062,VZS,27/09/2013,D,$41 
1204063,?L3,03/07/2013,C,$13 
1204064,G?A,10/09/2012,D,$11 
1204065,36Z,13/08/2013,C,$45 
1204066,V=0,16/12/2014,C,$4 
1204067,XUO,09/07/2014,D,$31 
1204068,ONX,15/05/2012,C,$47 
1204069,7.5,06/02/2014,D,$13 
1204070,4D<,24/08/2013,C,$39 
1204071,MMP,07/04/2014,C,$47 
1204072,=;Z,10/06/2012,C,$22 
1204073,HMD,27/04/2014,D,$30 
1204074,4JU,16/06/2014,C,$17 
1204075,36P,12/01/2014,C,$22 
1204076,O09,24/05/2014,D,$22 
1204077,SAB,13/09/2012,C,$22 
1204078,T7U,01/08/2013,D,$16 
1204079,-1F,03/08/2013,C,$25 
1204080,2UK,01/03/2014,C,$10 
1204081,YIX,26/09/2013,C,$22 
1204082,ZVB,17/08/2013,D,$36 
1204083,?8X,21/04/2012,D,$5 
1204084,GPB,18/01/2012,C,$32 
1204085,OIK,06/04/2013,D,$14 
1204086,S=A,22/10/2013,C,$15 
1204087,50?,25/02/2012,C,$38 
1204088,<>O,07/12/2013,D,$48 
1204089,?T3,01/03/2014,C,$17 
1204090,5S8,04/02/2012,D,$33 
1204091,NUB,27/07/2012,C,$3 
1204092,G-:,21/09/2012,C,$17 
1204093,26A,19/03/2013,C,$15 
1204094,KK3,21/03/2012,D,$50 
1204095,VT<,02/01/2012,C,$50 
1204096,L4R,26/08/2013,C,$34 
1204097,:PI,19/10/2013,D,$6 
1204098,PI1,12/08/2014,C,$27 
1204099,=.N,01/11/2012,D,$14 
1204100,BH-,05/12/2014,C,$14 
1204101,366,15/04/2013,C,$49 
1204102,V=3,26/09/2013,C,$6 
1204103,P09,06/03/2013,D,$5 
1204104,<8L,08/02/2013,D,$47 
1204105,P.3,19/10/2014,C,$31 
1204106,47V,23/06/2014,D,$1 
1204107,<VX,19/02/2013,C,$29 
1204108,>MZ,06/09/2012,C,$48 
1204109,3A?,22/12/2012,D,$1 
1204110,0LI,06/02/2013,C,$34 
1204111,0Y4,21/09/2014,D,$26 
1204112,P>P,28/10/2012,C,$30 
