Account_id,Name,Channel,Timestamp,Credit/Debit,Amount
1203204,.2A,online,26/10/2012,C,$3
1203205,TY5,online,16/07/2013,C,$2
1203206,F<?,online,24/09/2013,D,$12
1203207,Y<H,online,04/12/2014,C,$29
1203208,C:9,mobile,07/12/2014,D,$14
1203209,Q:9,mobile,24/11/2013,C,$14
1203210,LEG,online,10/04/2013,C,$4
1203211,:ZU,mobile,18/08/2014,C,$47
1203212,R/Q,branch,23/06/2014,D,$30
1203213,=Z2,mobile,04/06/2013,C,$28
1203214,Q>/,mobile,20/10/2014,C,$8
1203215,7ZZ,mobile,04/05/2012,D,$30
1203216,7I2,online,06/05/2012,C,$18
1203217,==3,online,28/11/2013,D,$40
1203218,2E@,online,27/08/2013,C,$13
1203219,T59,online,13/03/2012,C,$41
1203220,R@>,mobile,26/05/2014,C,$27
1203221,F?A,mobile,21/09/2012,D,$24
1203222,ZIG,online,27/01/2013,D,$41
1203223,JMM,mobile,17/11/2012,C,$37
1203224,2IL,branch,13/06/2012,D,$21
1203225,Y.O,mobile,02/06/2014,C,$6
1203226,R@W,mobile,12/06/2012,C,$25
1203227,AUU,online,13/06/2012,D,$37
1203228,BCI,mobile,04/12/2014,C,$3
1203229,6C7,branch,25/06/2013,D,$19
1203230,BMO,mobile,04/07/2012,C,$35
1203231,;A2,mobile,18/12/2013,C,$27
1203232,A/9,mobile,11/12/2014,C,$47
1203233,DP1,online,25/06/2013,D,$28
1203234,KOU,online,15/10/2013,C,$4
1203235,J=O,online,01/03/2014,C,$6
1203236,OA4,online,20/11/2013,D,$8
1203237,W-A,mobile,26/02/2014,C,$35
1203238,Y?K,mobile,12/05/2012,D,$26
1203239,51-,online,12/02/2012,C,$44
1203240,2QF,mobile,25/07/2014,C,$23
1203241,NNA,branch,22/07/2014,C,$15
1203242,D=E,mobile,03/03/2014,D,$1
1203243,E/-,mobile,27/01/2013,D,$28
1203244,KJD,mobile,13/04/2014,C,$1
1203245,KJX,online,27/06/2012,D,$46
1203246,/>-,online,11/11/2012,C,$35
1203247,5:G,online,25/02/2013,C,$3
1203248,VW;,online,05/06/2013,D,$38
1203249,M5>,mobile,19/06/2013,C,$27
1203250,.?L,mobile,11/04/2013,D,$8
1203251,-2X,online,28/10/2013,C,$18
1203252,Z.>,mobile,16/02/2013,C,$33
1203253,S7@,branch,25/05/2014,C,$44
1203254,3/8,mobile,26/03/2013,D,$44
1203255,Q.Y,mobile,10/09/2012,C,$12
1203256,LUB,online,21/01/2012,C,$45
1203257,AJ;,mobile,11/09/2014,D,$8
1203258,FOR,branch,07/03/2013,C,$35
1203259,TSI,mobile,12/09/2013,D,$39
1203260,Q2@,mobile,24/06/2014,C,$25
1203261,GVQ,mobile,06/03/2012,C,$48
1203262,VV/,online,13/05/2012,C,$24
1203263,B:S,online,20/03/2014,D,$6
1203264,8.L,online,17/04/2013,D,$49
1203265,0L:,online,01/12/2013,C,$34
1203266,LDH,mobile,07/09/2014,D,$9
1203267,EH5,mobile,23/01/2013,C,$9
1203268,V<H,online,21/12/2014,C,$46
1203269,T?O,mobile,07/08/2014,D,$11
1203270,:0M,branch,17/10/2013,C,$37
1203271,WNH,mobile,23/08/2012,D,$21
1203272,AG-,mobile,20/03/2014,C,$34
1203273,MZ2,mobile,28/11/2014,C,$20
1203274,UW2,online,21/12/2014,C,$39
1203275,;M:,online,21/05/2013,D,$16
1203276,-@<,online,16/05/2014,C,$47
1203277,-BQ,online,23/08/2013,C,$26
1203278,M??,mobile,28/12/2012,D,$38
1203279,A>H,mobile,22/02/2012,C,$30
1203280,FYS,online,01/04/2012,D,$37
1203281,EJ=,mobile,20/04/2013,C,$40
1203282,38S,branch,07/03/2014,C,$19
1203283,66?,mobile,09/04/2013,C,$45
1203284,?C3,mobile,03/02/2013,D,$49
1203285,M9:,online,02/09/2013,D,$45
1203286,K9?,mobile,13/01/2012,C,$39
1203287,AB.,branch,14/09/2012,D,$33
1203288,W8N,mobile,23/11/2012,C,$45
1203289,;5T,mobile,10/01/2014,C,$47
1203290,8NH,mobile,07/11/2013,D,$23
1203291,1H@,online,16/11/2013,C,$44
1203292,<8D,online,18/10/2014,D,$2
1203293,;AO,online,22/11/2014,C,$27
1203294,;=;,online,25/10/2012,C,$5
1203295,4A0,mobile,06/05/2013,C,$48
1203296,-B3,mobile,01/03/2014,D,$11
1203297,=6A,online,28/02/2014,C,$27
1203298,VKI,mobile,20/05/2013,C,$19
1203299,Y;3,branch,13/11/2012,D,$21
1203300,@<J,mobile,07/02/2014,C,$7
1203301,CJF,mobile,14/08/2014,D,$29
1203302,OM9,mobile,14/04/2014,C,$38
1203303,JQH,online,16/02/2012,C,$10
1203304,ZR;,online,25/04/2012,C,$8
1203305,KW5,online,28/09/2012,D,$50
1203306,CGX,online,07/02/2014,D,$40
1203307,TWX,mobile,07/10/2014,C,$2
1203308,N3Z,mobile,28/10/2013,D,$15
1203309,04I,online,26/02/2012,C,$17
1203310,U:3,mobile,01/11/2014,C,$32
1203311,-8Z,branch,06/03/2013,D,$31
1203312,FZY,mobile,05/10/2014,C,$29
1203313,95:,mobile,27/08/2012,D,$26
1203314,PUX,online,23/12/2013,C,$14
1203315,.V;,mobile,13/10/2014,C,$25
1203316,J=0,branch,15/03/2014,C,$44
1203317,P7Y,mobile,26/01/2012,D,$39
1203318,-MC,mobile,02/09/2014,C,$33
1203319,JD0,mobile,27/03/2014,C,$12
1203320,R04,online,13/12/2014,D,$4
1203321,VPG,online,12/06/2014,C,$5
1203322,PJ3,online,12/11/2012,D,$50
1203323,E78,online,21/12/2013,C,$47
1203324,KG:,mobile,24/04/2012,C,$22
1203325,KT6,mobile,02/09/2014,C,$28
1203326,B>W,online,21/07/2013,D,$19
1203327,KZ:,mobile,02/10/2014,D,$30
1203328,CH<,branch,26/02/2013,C,$27
1203329,.HE,mobile,27/02/2013,D,$20
1203330,LRV,mobile,20/08/2013,C,$45
1203331,CZH,mobile,04/10/2013,C,$7
1203332,EW<,online,27/04/2012,D,$41
1203333,-38,online,09/05/2012,C,$27
1203334,YLS,online,15/01/2012,D,$49
1203335,/C/,online,17/06/2014,C,$24
1203336,1VJ,mobile,06/06/2014,C,$49
1203337,7QY,mobile,13/12/2014,C,$22
1203338,9NG,online,07/05/2012,D,$21
1203339,U>Z,mobile,15/05/2013,C,$12
1203340,<DX,branch,25/08/2013,C,$49
1203341,T80,mobile,01/01/2013,D,$24
1203342,PH=,mobile,01/03/2012,C,$28
1203343,;=O,online,27/09/2013,D,$21
1203344,PFS,mobile,14/09/2014,C,$45
1203345,C8R,branch,24/10/2014,C,$15
1203346,PN0,mobile,25/05/2012,C,$41
1203347,Z6R,mobile,10/09/2012,D,$24
1203348,RCR,mobile,24/02/2013,D,$16
1203349,CC2,online,18/01/2014,C,$4
1203350,HB5,online,03/09/2014,D,$28
1203351,VFK,online,14/02/2014,C,$15
1203352,/-P,online,27/03/2012,C,$29
1203353,I>:,mobile,01/05/2012,D,$13
1203354,TO?,mobile,25/07/2013,C,$7
1203355,AI:,online,04/08/2012,D,$41
1203356,?7X,mobile,04/11/2012,C,$9
1203357,SHJ,branch,27/05/2012,C,$24
1203358,;-9,mobile,06/01/2014,C,$30
1203359,4?-,mobile,11/04/2013,D,$19
1203360,/;A,mobile,09/12/2014,C,$42
1203361,OYS,online,19/08/2013,C,$31
1203362,EOX,online,28/05/2012,D,$9
1203363,RBD,online,12/01/2013,C,$37
1203364,7DU,online,05/04/2014,D,$14
1203365,ZR4,mobile,19/11/2012,C,$44
1203366,9E4,mobile,15/08/2013,C,$10
1203367,<=X,online,27/11/2012,C,$21
1203368,AMC,mobile,06/06/2012,D,$32
1203369,L1A,branch,04/04/2012,D,$17
1203370,WIF,mobile,02/03/2012,C,$2
1203371,R;B,mobile,05/07/2013,D,$20
1203372,-13,online,12/09/2014,C,$50
1203373,<JW,mobile,16/11/2012,C,$2
1203374,/JI,branch,23/09/2013,D,$29
1203375,:W>,mobile,09/09/2012,C,$5
1203376,31.,mobile,06/12/2014,D,$30
1203377,<CE,mobile,03/03/2013,C,$17
1203378,Z9:,online,20/02/2014,C,$47
1203379,ZV7,online,19/07/2014,C,$5
1203380,LI>,online,05/08/2014,D,$1
1203381,GX3,online,28/05/2014,C,$9
1203382,TTS,mobile,25/11/2014,C,$27
1203383,FRX,mobile,16/02/2014,D,$34
1203384,CTD,online,27/10/2013,C,$50
1203385,;Z4,mobile,05/03/2012,D,$37
1203386,/FP,branch,09/06/2013,C,$50
1203387,6O>,mobile,18/09/2014,C,$44
1203388,7XX,mobile,16/01/2013,C,$23
1203389,/.2,mobile,13/04/2012,D,$37
1203390,83C,online,20/07/2014,D,$4
1203391,>AH,online,27/01/2013,C,$16
1203392,WMX,online,21/12/2013,D,$31
1203393,4FK,online,14/03/2014,C,$41
1203394,6A@,mobile,26/03/2013,C,$8
1203395,./7,mobile,05/12/2014,D,$4
1203396,>D;,online,01/07/2013,C,$1
1203397,NHB,mobile,02/11/2014,D,$13
1203398,5;J,branch,28/05/2012,C,$45
1203399,79V,mobile,07/12/2014,C,$48
1203400,<QB,mobile,14/08/2013,C,$23
1203401,VA2,online,15/09/2014,D,$13
1203402,T?B,mobile,27/04/2014,C,$18
1203403,>P/,branch,03/06/2013,C,$36
1203404,3I5,mobile,07/12/2014,D,$1
1203405,PKV,mobile,25/04/2012,C,$9
1203406,3SZ,mobile,17/06/2014,D,$3
1203407,6Y?,online,27/11/2012,C,$29
1203408,L1<,online,19/08/2012,C,$1
1203409,A:5,online,05/09/2014,C,$18
1203410,;LY,online,14/04/2013,D,$12
1203411,LQS,mobile,25/12/2013,D,$17
1203412,7S7,mobile,20/12/2014,C,$26
1203413,<R>,online,01/09/2013,D,$16
1203414,42>,mobile,01/02/2014,C,$32
1203415,04J,branch,04/01/2014,C,$44
1203416,D:/,mobile,24/01/2014,D,$35
1203417,AAY,mobile,23/10/2014,C,$3
1203418,9=?,mobile,11/07/2013,D,$22
1203419,UH@,online,28/05/2013,C,$35
1203420,S19,online,24/12/2013,C,$36
1203421,GI4,online,04/08/2013,C,$45
1203422,WKO,online,09/03/2014,D,$29
1203423,.EU,mobile,12/06/2014,C,$50
1203424,P9Q,mobile,04/06/2014,C,$18
1203425,BK=,online,14/10/2013,D,$40
1203426,.FH,mobile,13/12/2014,C,$38
1203427,2Z;,branch,11/04/2012,D,$17
1203428,P0V,mobile,20/08/2012,C,$5
1203429,JW7,mobile,13/04/2014,C,$5
1203430,1Z6,online,10/04/2013,C,$39
1203431,9@;,mobile,06/06/2012,D,$29
1203432,/PU,branch,02/05/2013,D,$9
1203433,J03,mobile,23/04/2012,C,$36
1203434,OYJ,mobile,15/01/2013,D,$11
1203435,1:1,mobile,22/04/2012,C,$7
1203436,I::,online,10/07/2014,C,$35
1203437,Z@B,online,09/04/2014,D,$40
1203438,:ZA,online,14/09/2013,C,$32
1203439,ZQ9,online,13/09/2013,D,$15
1203440,?UN,mobile,07/06/2014,C,$3
1203441,=0=,mobile,23/04/2014,C,$44
1203442,JD9,online,12/03/2012,C,$44
1203443,/F>,mobile,27/05/2014,D,$43
1203444,F<-,branch,12/10/2012,C,$6
1203445,6QE,mobile,10/11/2012,C,$10
1203446,ZFH,mobile,01/07/2012,D,$49
1203447,/C1,mobile,28/08/2013,C,$33
1203448,ZD-,online,03/06/2014,D,$50
1203449,A-H,online,02/03/2014,C,$46
1203450,98F,online,17/08/2013,C,$40
1203451,QX-,online,18/03/2014,C,$23
1203452,BZT,mobile,13/09/2014,D,$12
1203453,8SD,mobile,15/08/2014,D,$2
1203454,0/=,online,27/10/2014,C,$27
1203455,1T;,mobile,21/07/2014,D,$20
1203456,HF@,branch,08/10/2013,C,$3
1203457,=UC,mobile,25/07/2013,C,$2
1203458,X1?,mobile,05/05/2014,D,$41
1203459,->H,online,02/03/2012,C,$21
1203460,W;F,mobile,16/02/2013,D,$26
1203461,E49,branch,19/09/2014,C,$34
1203462,IK?,mobile,21/02/2013,C,$11
1203463,A7;,mobile,07/11/2014,C,$46
1203464,LL=,mobile,27/01/2014,D,$36
1203465,LJ<,online,23/09/2012,C,$30
1203466,7PI,online,10/10/2012,C,$44
1203467,H>A,online,01/07/2012,D,$37
1203468,C59,online,14/06/2012,C,$19
1203469,Q;?,mobile,10/02/2013,D,$27
1203470,L43,mobile,12/12/2012,C,$42
1203471,@A>,online,24/02/2014,C,$39
1203472,LS?,mobile,15/11/2013,C,$25
1203473,CZ:,branch,02/09/2014,D,$2
1203474,>1T,mobile,15/11/2012,D,$20
1203475,=0?,mobile,16/09/2013,C,$1
1203476,VFH,mobile,08/03/2014,D,$38
1203477,Q6V,online,24/12/2013,C,$8
1203478,C6H,online,08/10/2013,C,$24
1203479,EZ=,online,01/02/2012,D,$45
1203480,@-W,online,01/12/2013,C,$14
1203481,DR;,mobile,28/12/2013,D,$43
1203482,OE7,mobile,12/07/2013,C,$14
1203483,I>L,online,19/10/2012,C,$47
1203484,L-G,mobile,15/07/2012,C,$4
1203485,9XE,branch,08/02/2012,D,$14
1203486,7>-,mobile,20/02/2012,C,$5
1203487,DA/,mobile,20/06/2012,C,$24
1203488,S@A,online,19/11/2012,D,$18
1203489,Z7E,mobile,13/10/2014,C,$5
1203490,7EN,branch,26/05/2013,D,$23
1203491,1G.,mobile,27/12/2012,C,$17
1203492,::?,mobile,06/08/2014,C,$22
1203493,OY0,mobile,24/11/2013,C,$1
1203494,8IV,online,05/08/2012,D,$46
1203495,>;:,online,23/11/2012,D,$49
1203496,JB6,online,04/09/2014,C,$22
1203497,HQ?,online,02/08/2013,D,$13
1203498,<<A,mobile,21/04/2014,C,$15
1203499,2JV,mobile,01/10/2014,C,$29
1203500,JS4,online,13/11/2012,D,$3
1203501,2JM,mobile,18/11/2014,C,$10
1203502,2WU,branch,18/12/2012,D,$8
1203503,U4T,mobile,28/02/2014,C,$37
1203504,K<7,mobile,01/12/2014,C,$13
1203505,B4U,mobile,07/03/2012,C,$3
1203506,E75,online,16/01/2012,D,$33
1203507,N1Z,online,08/01/2012,C,$47
1203508,DBE,online,26/09/2014,C,$30
1203509,>F7,online,28/04/2012,D,$36
1203510,T42,mobile,20/06/2013,C,$15
1203511,>2@,mobile,25/09/2012,D,$19
1203512,4ZV,online,24/03/2013,C,$23
1203513,7;>,mobile,26/09/2012,C,$38
1203514,QNT,branch,09/10/2012,C,$35
1203515,6TM,mobile,01/06/2013,D,$5
1203516,WWW,mobile,20/10/2014,D,$25
1203517,6Y<,online,17/03/2012,C,$43
1203518,8Q/,mobile,18/01/2013,D,$42
1203519,XCE,branch,04/04/2014,C,$29
1203520,95L,mobile,03/11/2012,C,$37
1203521,-J?,mobile,09/04/2014,D,$7
1203522,@VK,mobile,01/07/2014,C,$6
1203523,HEZ,online,15/03/2013,D,$22
1203524,WCC,online,18/11/2014,C,$39
1203525,J1X,online,28/03/2013,C,$39
1203526,TFU,online,06/11/2012,C,$29
1203527,C0E,mobile,24/05/2013,D,$23
1203528,WAV,mobile,18/12/2012,C,$27
1203529,.PQ,online,23/01/2012,C,$12
1203530,>L:,mobile,26/11/2013,D,$18
1203531,=?Q,branch,10/10/2013,C,$13
1203532,=?A,mobile,18/09/2014,D,$9
1203533,UCP,mobile,16/11/2014,C,$36
1203534,XP.,mobile,02/04/2014,C,$9
1203535,JE;,online,15/11/2013,C,$15
1203536,IL?,online,05/02/2013,D,$31
1203537,6G7,online,25/08/2014,D,$5
1203538,9KJ,online,11/03/2014,C,$40
1203539,2BL,mobile,12/01/2014,D,$21
1203540,-Q@,mobile,05/11/2013,C,$6
1203541,GWJ,online,11/07/2013,C,$28
1203542,X6Y,mobile,09/06/2012,D,$35
1203543,UTE,branch,28/08/2013,C,$17
1203544,D<X,mobile,24/11/2013,D,$18
1203545,H<?,mobile,04/03/2012,C,$6
1203546,D;J,online,06/11/2013,C,$16
1203547,ZST,mobile,10/05/2013,C,$34
1203548,G0S,branch,16/02/2012,D,$48
1203549,7CS,mobile,20/05/2012,C,$49
1203550,S@G,mobile,13/08/2012,C,$44
1203551,C3<,mobile,22/02/2012,D,$13
1203552,I@Z,online,07/05/2012,C,$34
1203553,;<D,online,03/06/2013,D,$21
1203554,-4:,online,24/04/2014,C,$41
1203555,HH-,online,11/08/2013,C,$41
1203556,IB;,mobile,01/10/2012,C,$12
1203557,RK=,mobile,26/09/2012,D,$28
1203558,4TL,online,19/08/2012,D,$35
1203559,;F.,mobile,28/06/2013,C,$13
1203560,PP5,branch,24/01/2012,D,$22
1203561,7ET,mobile,13/07/2012,C,$4
1203562,8AW,mobile,01/11/2013,C,$35
1203563,>5M,mobile,09/03/2014,D,$32
1203564,/XV,online,27/06/2012,C,$38
1203565,>HY,online,11/07/2013,D,$3
1203566,>PL,online,25/03/2013,C,$30
1203567,/D4,online,19/11/2013,C,$12
1203568,9EO,mobile,03/11/2014,C,$45
1203569,U;4,mobile,08/04/2013,D,$25
1203570,=:U,online,20/07/2013,C,$31
1203571,@NY,mobile,26/03/2013,C,$37
1203572,E@?,branch,24/10/2014,D,$19
1203573,C0L,mobile,16/02/2012,C,$44
1203574,T?B,mobile,13/02/2012,D,$34
1203575,8.4,online,04/06/2014,C,$12
1203576,N4?,mobile,09/06/2014,C,$21
1203577,W5.,branch,25/04/2013,C,$11
1203578,O23,mobile,02/11/2013,D,$47
1203579,3GB,mobile,12/09/2013,D,$49
1203580,:8H,mobile,27/06/2014,C,$13
1203581,FR.,online,11/04/2014,D,$16
1203582,F;/,online,17/04/2013,C,$26
1203583,/2=,online,11/10/2013,C,$40
1203584,DZJ,online,05/07/2013,D,$4
1203585,4EJ,mobile,07/11/2012,C,$33
1203586,2=7,mobile,17/12/2014,D,$46
1203587,XBN,online,26/04/2014,C,$43
1203588,AM.,mobile,18/02/2012,C,$35
1203589,Y;P,branch,20/05/2013,C,$33
1203590,CPZ,mobile,05/03/2014,D,$42
1203591,L8H,mobile,13/06/2014,C,$13
1203592,:JP,mobile,26/01/2013,C,$4
1203593,LK0,online,25/05/2013,D,$12
1203594,HYR,online,28/02/2012,C,$7
1203595,10-,online,27/06/2012,D,$31
1203596,Q-C,online,01/11/2014,C,$41
1203597,5E:,mobile,20/06/2014,C,$9
1203598,61O,mobile,04/05/2013,C,$27
1203599,Q3W,online,19/06/2012,D,$28
1203600,KG2,mobile,20/08/2012,D,$34
1203601,QX9,branch,16/11/2013,C,$47
1203602,T<F,mobile,03/11/2012,D,$41
1203603,.S-,mobile,08/12/2013,C,$14
1203604,SJZ,online,15/03/2013,C,$27
1203605,@LC,mobile,27/07/2013,D,$40
1203606,TI9,branch,22/06/2014,C,$16
1203607,UWR,mobile,22/07/2012,D,$9
1203608,EMA,mobile,04/12/2014,C,$12
1203609,Y3G,mobile,27/12/2014,C,$35
1203610,MQ:,online,21/09/2014,C,$15
1203611,K@R,online,16/10/2013,D,$38
1203612,Z?T,online,17/02/2013,C,$31
1203613,346,online,20/03/2014,C,$36
1203614,M--,mobile,05/12/2014,D,$25
1203615,796,mobile,20/01/2013,C,$33
1203616,<RQ,online,28/07/2012,D,$45
1203617,AG9,mobile,05/11/2012,C,$43
1203618,6N>,branch,12/05/2012,C,$31
1203619,NZX,mobile,15/07/2013,C,$39
1203620,U0<,mobile,04/12/2014,D,$33
1203621,UD=,mobile,20/04/2012,D,$20
1203622,;XN,online,08/09/2012,C,$44
1203623,LWA,online,16/09/2012,D,$23
1203624,84O,online,09/02/2012,C,$15
1203625,0EQ,online,09/07/2013,C,$24
1203626,=<.,mobile,06/01/2013,D,$25
1203627,0/A,mobile,01/11/2014,C,$26
1203628,CP;,online,13/04/2013,D,$10
1203629,:S;,mobile,16/04/2013,C,$3
1203630,-YC,branch,09/07/2013,C,$32
1203631,C@O,mobile,26/10/2013,C,$22
1203632,1HZ,mobile,06/09/2013,D,$42
1203633,F2D,online,25/09/2013,C,$14
1203634,YMO,mobile,25/05/2012,C,$18
1203635,FGT,branch,14/04/2013,D,$44
1203636,UM/,mobile,21/11/2013,C,$14
1203637,<JY,mobile,21/03/2014,D,$4
1203638,@H1,mobile,16/02/2013,C,$15
1203639,FGZ,online,14/09/2014,C,$6
1203640,FZH,online,18/02/2012,C,$26
1203641,PS4,online,13/03/2012,D,$17
1203642,JMT,online,12/01/2012,D,$40
1203643,0==,mobile,21/09/2013,C,$48
1203644,..X,mobile,27/04/2013,D,$1
1203645,HL<,online,25/03/2013,C,$29
1203646,?X-,mobile,27/10/2013,C,$24
1203647,EJZ,branch,28/10/2012,D,$24
1203648,.8/,mobile,14/06/2013,C,$32
1203649,<?D,mobile,10/08/2014,D,$15
1203650,N1F,mobile,25/01/2014,C,$24
1203651,-WF,online,13/06/2013,C,$27
1203652,BHE,online,07/02/2014,C,$37
1203653,E8>,online,17/03/2014,D,$10
1203654,BOK,online,22/07/2014,C,$50
1203655,ZOM,mobile,05/07/2014,C,$10
1203656,=-V,mobile,08/08/2013,D,$32
1203657,:W3,online,11/12/2012,C,$18
1203658,967,mobile,03/05/2013,D,$45
1203659,;.6,branch,19/04/2014,C,$47
1203660,-5.,mobile,18/09/2013,C,$23
1203661,945,mobile,26/02/2012,C,$1
1203662,=U;,online,14/12/2013,D,$13
1203663,W0<,mobile,05/02/2013,D,$49
1203664,76I,branch,17/07/2012,C,$23
1203665,ZS?,mobile,16/04/2013,D,$47
1203666,:3H,mobile,18/08/2014,C,$29
1203667,BJW,mobile,22/03/2014,C,$20
1203668,:XG,online,14/04/2013,D,$33
1203669,-:5,online,15/03/2012,C,$44
1203670,;MK,online,05/08/2013,D,$35
1203671,556,online,25/02/2013,C,$9
1203672,<O2,mobile,09/09/2013,C,$18
1203673,:G;,mobile,04/05/2014,C,$22
1203674,X.S,online,19/04/2012,D,$44
1203675,V71,mobile,21/10/2013,C,$40
1203676,QCU,branch,03/08/2012,C,$46
1203677,50;,mobile,01/09/2014,D,$10
1203678,OVJ,mobile,12/09/2013,C,$29
1203679,072,mobile,19/08/2014,D,$42
1203680,SLJ,online,20/02/2013,C,$44
1203681,2J<,online,20/10/2012,C,$46
1203682,@QJ,online,02/08/2012,C,$36
1203683,A7A,online,17/09/2013,D,$2
1203684,VDJ,mobile,25/03/2013,D,$11
1203685,ZQ5,mobile,01/06/2012,C,$29
1203686,T8?,online,04/10/2014,D,$23
1203687,3C6,mobile,21/05/2014,C,$17
1203688,H=I,branch,09/07/2013,C,$25
1203689,@I-,mobile,04/06/2013,D,$16
1203690,K4-,mobile,11/05/2012,C,$4
1203691,99/,online,21/02/2013,D,$45
1203692,6XX,mobile,10/11/2013,C,$43
1203693,/@6,branch,16/05/2012,C,$7
1203694,KZ=,mobile,28/05/2014,C,$24
1203695,5AL,mobile,20/04/2013,D,$11
1203696,>AH,mobile,25/11/2014,C,$31
1203697,B:C,online,21/06/2013,C,$23
1203698,H-H,online,13/01/2013,D,$6
1203699,@?V,online,18/01/2012,C,$17
1203700,PX9,online,16/09/2012,D,$47
1203701,FA>,mobile,06/11/2014,C,$41
1203702,K3N,mobile,04/02/2013,C,$4
1203703,?JY,online,18/08/2014,C,$40
1203704,48D,mobile,13/10/2013,D,$21
1203705,@PR,branch,08/04/2014,D,$11
1203706,ORK,mobile,12/07/2013,C,$37
1203707,.YC,mobile,16/04/2012,D,$9
1203708,SQ>,mobile,04/10/2013,C,$22
1203709,R.3,online,16/09/2013,C,$24
1203710,A<G,online,15/12/2013,D,$3
1203711,FPX,online,16/06/2014,C,$35
1203712,793,online,19/12/2013,D,$35
1203713,@?9,mobile,27/04/2013,C,$37
1203714,O4;,mobile,12/08/2013,C,$19
1203715,1ZC,online,20/09/2012,C,$27
1203716,ZYA,mobile,15/09/2013,D,$38
1203717,/P=,branch,07/04/2012,C,$5
1203718,3:U,mobile,01/11/2013,C,$48
1203719,PP:,mobile,11/08/2013,D,$26
1203720,:WZ,online,12/05/2014,C,$50
1203721,TS/,mobile,15/10/2012,D,$40
1203722,I?.,branch,14/05/2012,C,$44
1203723,26@,mobile,03/01/2013,C,$32
1203724,TWP,mobile,14/04/2014,C,$11
1203725,D8X,mobile,19/08/2012,D,$50
1203726,XO6,online,25/03/2012,D,$13
1203727,C7:,online,02/03/2012,C,$40
1203728,5;D,online,20/09/2012,D,$41
1203729,RC1,online,24/09/2012,C,$44
1203730,->1,mobile,26/12/2012,C,$48
1203731,A07,mobile,10/08/2013,D,$37
1203732,<GC,online,20/06/2012,C,$25
1203733,8W0,mobile,20/05/2012,D,$32
1203734,U55,branch,24/08/2014,C,$6
1203735,3Y<,mobile,01/11/2013,C,$41
1203736,KT8,mobile,17/05/2014,C,$30
1203737,BPS,mobile,06/11/2012,D,$5
1203738,3S2,online,11/07/2014,C,$26
1203739,32I,online,26/02/2012,C,$26
1203740,TEC,online,13/04/2012,D,$35
1203741,7D>,online,04/10/2013,C,$17
1203742,?BH,mobile,10/06/2013,D,$48
1203743,0JG,mobile,18/11/2013,C,$8
1203744,MA7,online,17/07/2013,C,$18
1203745,O>D,mobile,22/08/2013,C,$19
1203746,>W;,branch,10/02/2013,D,$2
1203747,KJM,mobile,22/11/2013,D,$38
1203748,8RH,mobile,28/10/2014,C,$30
1203749,1QI,online,24/03/2014,D,$44
1203750,Z9I,mobile,09/06/2012,C,$7
1203751,2ZU,branch,25/01/2012,C,$18
1203752,DIR,mobile,07/09/2014,D,$31
1203753,7SX,mobile,01/07/2013,C,$2
1203754,S<8,mobile,24/07/2013,D,$27
1203755,03X,online,21/04/2013,C,$12
1203756,NZI,online,20/01/2012,C,$31
1203757,GYN,online,04/12/2013,C,$20
1203758,QC5,online,28/09/2014,D,$33
1203759,7G<,mobile,06/04/2014,C,$5
1203760,3FJ,mobile,09/09/2013,C,$28
1203761,Q-I,online,06/05/2013,D,$32
1203762,@CF,mobile,16/04/2012,C,$13
1203763,LQ/,branch,11/02/2013,D,$49
1203764,A6Q,mobile,12/10/2013,C,$42
1203765,2JK,mobile,13/05/2013,C,$38
1203766,2P7,mobile,22/10/2013,C,$42
1203767,R60,online,06/03/2013,D,$7
1203768,G?@,online,14/05/2012,D,$21
1203769,Y5S,online,24/12/2014,C,$37
1203770,Q7=,online,07/05/2014,D,$1
1203771,.CY,mobile,05/11/2012,C,$35
1203772,R:@,mobile,25/10/2013,C,$29
1203773,:YL,online,03/09/2013,D,$23
1203774,3DR,mobile,19/09/2012,C,$17
1203775,LV4,branch,16/06/2014,D,$22
1203776,UGA,mobile,21/05/2013,C,$27
1203777,2BF,mobile,08/04/2014,C,$47
1203778,D=;,online,04/05/2012,C,$9
1203779,NMP,mobile,25/02/2013,D,$7
1203780,6-Y,branch,28/11/2013,C,$26
1203781,Y2Q,mobile,27/12/2012,C,$18
1203782,N4B,mobile,06/05/2013,D,$8
1203783,4R:,mobile,02/05/2014,C,$34
1203784,OG@,online,11/04/2014,D,$27
1203785,JV0,online,04/12/2012,C,$44
1203786,7:7,online,15/02/2013,C,$33
1203787,L3S,online,03/12/2012,C,$17
1203788,N3J,mobile,17/01/2014,D,$35
1203789,NM5,mobile,12/08/2013,D,$4
1203790,1A-,online,13/02/2013,C,$22
1203791,XU8,mobile,14/04/2014,D,$43
1203792,L6V,branch,28/09/2014,C,$28
1203793,S5B,mobile,17/09/2012,C,$21
1203794,Q?4,mobile,10/08/2014,D,$19
1203795,8GS,mobile,17/01/2012,C,$19
1203796,G1S,online,24/10/2012,D,$16
1203797,:?N,online,14/03/2013,C,$35
1203798,SY6,online,01/03/2012,C,$32
1203799,KKS,online,28/09/2014,C,$21
1203800,URC,mobile,26/12/2012,D,$22
1203801,-R/,mobile,24/05/2014,C,$45
1203802,:L1,online,17/01/2014,C,$18
1203803,59E,mobile,01/11/2013,D,$41
1203804,NOU,branch,04/02/2013,C,$37
1203805,LX4,mobile,08/11/2014,D,$35
